customer_id,age_cat,freq_cat
4781,age20~34,freq0
4782,age35~49,freq1
4783,age20~34,freq0
4784,age50~,freq0
4785,age35~49,freq0
4786,age35~49,freq0
4787,age20~34,freq3~
4788,age20~34,freq2
4789,age35~49,freq3~
4790,age35~49,freq3~
4791,age20~34,freq0
4792,age35~49,freq0
4793,age35~49,freq0
4794,age50~,freq0
4795,age35~49,freq3~
4796,age50~,freq1
4797,age20~34,freq1
4798,age20~34,freq3~
4799,age35~49,freq1
4800,age35~49,freq1
4801,age35~49,freq0
4802,age50~,freq1
4803,age20~34,freq0
4804,age35~49,freq0
4805,age20~34,freq2
4806,age20~34,freq1
4807,age35~49,freq3~
4808,age20~34,freq0
4809,age50~,freq1
4810,age50~,freq0
4811,age50~,freq0
4812,age35~49,freq2
4813,age20~34,freq3~
4814,age35~49,freq2
4815,age20~34,freq0
4816,age~19,freq3~
4817,age50~,freq1
4818,age50~,freq0
4819,age20~34,freq3~
4820,age35~49,freq1
4821,age20~34,freq3~
4822,age50~,freq0
4823,age~19,freq3~
4824,age20~34,freq0
4825,age35~49,freq1
4826,age20~34,freq2
4827,age20~34,freq2
4828,age50~,freq3~
4829,age20~34,freq2
4830,age35~49,freq1
4831,age35~49,freq1
4832,age35~49,freq2
4833,age35~49,freq0
4834,age35~49,freq1
4835,age~19,freq3~
4836,age35~49,freq1
4837,age~19,freq1
4838,age~19,freq0
4839,age35~49,freq1
4840,age~19,freq1
4841,age50~,freq3~
4842,age50~,freq2
4843,age35~49,freq0
4844,age20~34,freq0
4845,age20~34,freq0
4846,age20~34,freq2
4847,age50~,freq1
4848,age20~34,freq1
4849,age50~,freq3~
4850,age35~49,freq0
4851,age35~49,freq2
4852,age20~34,freq0
4853,age20~34,freq0
4854,age20~34,freq3~
4855,age35~49,freq1
4856,age20~34,freq2
4857,age35~49,freq0
4858,age35~49,freq1
4859,age35~49,freq1
4860,age35~49,freq2
4861,age50~,freq0
4862,age35~49,freq0
4863,age20~34,freq3~
4864,age50~,freq1
4865,age50~,freq0
4866,age35~49,freq3~
4867,age35~49,freq0
4868,age~19,freq1
4869,age35~49,freq3~
4870,age20~34,freq1
4871,age~19,freq1
4872,age35~49,freq0
4873,age20~34,freq0
4874,age20~34,freq3~
4875,age20~34,freq0
4876,age35~49,freq3~
4877,age35~49,freq0
4878,age~19,freq3~
4879,age35~49,freq3~
4880,age35~49,freq0
4881,age20~34,freq2
4882,age35~49,freq0
4883,age20~34,freq1
4884,age50~,freq1
4885,age35~49,freq0
4886,age~19,freq0
4887,age20~34,freq1
4888,age35~49,freq1
4889,age50~,freq2
4890,age~19,freq3~
4891,age50~,freq3~
4892,age20~34,freq1
4893,age35~49,freq1
4894,age50~,freq1
4895,age50~,freq1
4896,age50~,freq0
4897,age35~49,freq3~
4898,age~19,freq1
4899,age35~49,freq1
4900,age35~49,freq3~
4901,age50~,freq0
4902,age35~49,freq0
4903,age35~49,freq1
4904,age20~34,freq0
4905,age35~49,freq3~
4906,age35~49,freq0
4907,age~19,freq1
4908,age50~,freq1
4909,age50~,freq0
4910,age~19,freq2
4911,age50~,freq0
4912,age20~34,freq1
4913,age20~34,freq0
4914,age20~34,freq0
4915,age35~49,freq1
4916,age20~34,freq1
4917,age20~34,freq0
4918,age20~34,freq1
4919,age~19,freq1
4920,age35~49,freq0
4921,age35~49,freq3~
4922,age35~49,freq3~
4923,age20~34,freq3~
4924,age35~49,freq1
4925,age20~34,freq1
4926,age35~49,freq2
4927,age50~,freq1
4928,age35~49,freq1
4929,age50~,freq0
4930,age~19,freq0
4931,age35~49,freq2
4932,age35~49,freq3~
4933,age~19,freq0
4934,age50~,freq2
4935,age20~34,freq1
4936,age35~49,freq0
4937,age35~49,freq0
4938,age20~34,freq1
4939,age35~49,freq1
4940,age35~49,freq3~
4941,age20~34,freq1
4942,age35~49,freq1
4943,age20~34,freq0
4944,age35~49,freq1
4945,age35~49,freq3~
4946,age35~49,freq0
4947,age~19,freq2
4948,age35~49,freq1
4949,age20~34,freq3~
4950,age20~34,freq3~
4951,age50~,freq0
4952,age20~34,freq3~
4953,age35~49,freq1
4954,age35~49,freq1
4955,age35~49,freq0
4956,age50~,freq0
4957,age35~49,freq1
4958,age35~49,freq3~
4959,age35~49,freq1
4960,age35~49,freq1
4961,age35~49,freq1
4962,age~19,freq0
4963,age35~49,freq2
4964,age35~49,freq0
4965,age20~34,freq0
4966,age~19,freq1
4967,age20~34,freq1
4968,age50~,freq0
4969,age35~49,freq1
4970,age50~,freq1
4971,age20~34,freq0
4972,age50~,freq2
4973,age35~49,freq0
4974,age50~,freq0
4975,age50~,freq1
4976,age~19,freq3~
4977,age35~49,freq1
4978,age50~,freq1
4979,age35~49,freq0
4980,age20~34,freq1
4981,age50~,freq0
4982,age35~49,freq1
4983,age50~,freq2
4984,age20~34,freq3~
4985,age50~,freq0
4986,age20~34,freq0
4987,age20~34,freq1
4988,age20~34,freq3~
4989,age20~34,freq0
4990,age35~49,freq0
4991,age50~,freq0
4992,age35~49,freq0
4993,age~19,freq0
4994,age50~,freq0
4995,age50~,freq1
4996,age50~,freq0
4997,age50~,freq0
4998,age35~49,freq1
4999,age50~,freq1
5000,age20~34,freq0
